id,tenant_id,user_id,action,trace_id,input_text,output_text,model,input_tokens,output_tokens,cost,latency_ms,error_code,ip_address,user_agent,created_at
919,acme,g7a_member_868e1c8b,workflow.run.succeeded,a4c05b71-d018-408a-aed6-99117a87deb7,,,,0,0,0.0,0.0,,,,2026-08-14T07:47:13.122640
918,acme,g7a_member_868e1c8b,workflow.node.succeeded,a4c05b71-d018-408a-aed6-99117a87deb7,,evidence_count=0,,0,0,0.0,0.0,,,,2026-08-14T07:47:13.115393
917,acme,g7a_member_868e1c8b,rag.ask,48f814b7-76b4-478a-be70-724385dfbf35,cache_hit=0|g7a-868e1c8b,[mock:deepseek-v4-flash] 已收到：的智能助手。你正在使用企业知识库来回答用户的问题。  参考知识： （无检索结果）  用户问题：g7a-868e1c8b  请基于上述知识，用专业、准确的语气回答用户。注意： 1. 优先使用知识库中的内容作为依据 2. 用通俗易懂的语言解释专业概念 3. 提供具体可操作的信息 4. 知识库中没有依据时明确说明，不编造 5. 回答简洁并标注来源（如有）  回答：,,0,0,1.1e-06,486.67459189891815,,,,2026-08-14T07:47:13.104197
916,acme,g7a_admin_868e1c8b,workflow.approve,a4c05b71-d018-408a-aed6-99117a87deb7,,grant=b2dd4f85-1bcc-414c-b9e6-8a1663bb4606:cap=g7a-hang-868e1c8b,,0,0,0.0,0.0,,,,2026-08-14T07:47:12.594493
915,acme,g7a_member_868e1c8b,workflow.run.suspended,a4c05b71-d018-408a-aed6-99117a87deb7,,g7a-hang-868e1c8b:kb:read:true,,0,0,0.0,0.0,,,,2026-08-14T07:47:12.546627
914,acme,g7a_member_868e1c8b,workflow.run.start,a4c05b71-d018-408a-aed6-99117a87deb7,,workflow_id=0b3a221c-8c47-41e9-8045-cd7883efa22d,,0,0,0.0,0.0,,,,2026-08-14T07:47:12.519337
913,acme,g7a_auditor_868e1c8b,auth.register,,g7a_auditor_868e1c8b,,,0,0,0.0,0.0,,,,2026-08-14T07:47:12.438740
912,acme,g7a_member_868e1c8b,auth.register,,g7a_member_868e1c8b,,,0,0,0.0,0.0,,,,2026-08-14T07:47:12.197283
911,acme,g7a_admin_868e1c8b,auth.register,,g7a_admin_868e1c8b,,,0,0,0.0,0.0,,,,2026-08-14T07:47:11.951516
910,acme,a_faf3fa,auth.register,,a_faf3fa,,,0,0,0.0,0.0,,,,2026-08-14T07:46:59.236260
909,run-api-eb958b30,admin1,workflow.run.start,05b9a50f-e028-4532-a7f6-84e18d2712a7,,workflow_id=f0a09ced-8494-4a9e-a232-bc00787957fd,,0,0,0.0,0.0,,,,2026-08-14T07:46:48.154319
908,run-auth-8365f762,user_fcba8c,workflow.run.failed,60a80035-bc97-48ed-afca-b8fcb145a99d,,"{'code': <ErrorCode.AUTH_INSUFFICIENT_PERMISSIONS: 'AUTH_002'>, 'message': 'permission_denied', 'needed_perm': 'admin:*', 'capability_id': 'admin-tool', 'gate': 'S2_NOT_REQUESTABLE'}",,0,0,0.0,0.0,AUTH_002,,,2026-08-14T07:46:47.811329
907,run-auth-8365f762,user_fcba8c,workflow.node.auth_fail,60a80035-bc97-48ed-afca-b8fcb145a99d,,admin-tool:admin:*:S2_NOT_REQUESTABLE,,0,0,0.0,0.0,AUTH_002,,,2026-08-14T07:46:47.802826
906,run-auth-8365f762,user_fcba8c,workflow.run.start,60a80035-bc97-48ed-afca-b8fcb145a99d,,workflow_id=5ea6049f-7293-4196-8410-84cf7816c89b,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.781387
905,e2-ag-d4f5bcb6,mgr_604ce6,workflow.run.succeeded,ee5e0be5-9c38-4885-a488-d81ebe559ee7,,,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.754179
904,e2-ag-d4f5bcb6,mgr_604ce6,workflow.node.succeeded,ee5e0be5-9c38-4885-a488-d81ebe559ee7,,evidence_count=0,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.747885
903,e2-ag-d4f5bcb6,mgr_604ce6,workflow.auto_grant,ee5e0be5-9c38-4885-a488-d81ebe559ee7,,kb-tool:kb:read:self_approve,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.739601
902,e2-ag-d4f5bcb6,mgr_604ce6,workflow.run.start,ee5e0be5-9c38-4885-a488-d81ebe559ee7,,workflow_id=5bc0bfcf-27c0-4512-a64d-8c36c1072c4d,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.716708
901,e2-sus-06edf72c,user_aa8825,workflow.hang.escalate_no_dept_manager,16ad3e40-e9cc-4c6d-95db-9215cde5f98d,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.675820
900,e2-sus-06edf72c,user_aa8825,workflow.run.suspended,16ad3e40-e9cc-4c6d-95db-9215cde5f98d,,kb-tool:kb:read:true,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.668144
899,e2-sus-06edf72c,user_aa8825,workflow.run.start,16ad3e40-e9cc-4c6d-95db-9215cde5f98d,,workflow_id=c7b4af1d-05ff-49e1-bb1d-57e5586e2d97,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.639167
898,e2-fail-9e083bce,user_6d95aa,workflow.run.failed,6212502d-e252-4117-a9c8-f7d8e3e3dcc0,,"{'code': <ErrorCode.AUTH_INSUFFICIENT_PERMISSIONS: 'AUTH_002'>, 'message': 'permission_denied', 'needed_perm': 'kb:read', 'capability_id': 'kb-tool', 'gate': 'S2_NOT_REQUESTABLE'}",,0,0,0.0,0.0,AUTH_002,,,2026-08-14T07:46:47.615933
897,e2-fail-9e083bce,user_6d95aa,workflow.node.auth_fail,6212502d-e252-4117-a9c8-f7d8e3e3dcc0,,kb-tool:kb:read:S2_NOT_REQUESTABLE,,0,0,0.0,0.0,AUTH_002,,,2026-08-14T07:46:47.606023
896,e2-fail-9e083bce,user_6d95aa,workflow.run.start,6212502d-e252-4117-a9c8-f7d8e3e3dcc0,,workflow_id=ec50ecaf-1ef0-446c-b438-094a57050618,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.583098
895,run-ex-17aeee58,admin_810a88,workflow.run.succeeded,fc4c098d-b224-4c21-9362-e53ccb31ac69,,,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.531227
894,run-ex-17aeee58,admin_810a88,workflow.node.succeeded,fc4c098d-b224-4c21-9362-e53ccb31ac69,,evidence_count=1,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.524485
893,run-ex-17aeee58,admin_810a88,workflow.run.start,fc4c098d-b224-4c21-9362-e53ccb31ac69,,workflow_id=e622f92b-8572-4f51-ad0a-4ba1105a0062,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.497689
892,e2-txn-ec4d23bc,user_b1544f,workflow.hang.escalate_no_dept_manager,406358c8-62b9-4cac-aa45-4aadb7368c0e,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.465000
891,e2-txn-ec4d23bc,user_b1544f,workflow.run.suspended,406358c8-62b9-4cac-aa45-4aadb7368c0e,,tool-x:kb:write:true,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.459577
890,e2-txn-ec4d23bc,user_b1544f,workflow.run.start,406358c8-62b9-4cac-aa45-4aadb7368c0e,,workflow_id=c17df6f1-dfda-4ae5-8ae5-1ba2347ad035,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.436228
889,e4-c-4eede41c,user_3c4901,workflow.hang.escalate_no_dept_manager,f51cef77-e27a-4f51-867e-d2b74b2c4fe2,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.406071
888,e4-c-4eede41c,user_3c4901,workflow.run.suspended,f51cef77-e27a-4f51-867e-d2b74b2c4fe2,,kb-b:kb:write:true,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.400660
887,e4-c-4eede41c,user_3c4901,workflow.node.succeeded,f51cef77-e27a-4f51-867e-d2b74b2c4fe2,,evidence_count=0,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.380739
886,e4-c-4eede41c,user_3c4901,workflow.hang.escalate_no_dept_manager,f51cef77-e27a-4f51-867e-d2b74b2c4fe2,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.353634
885,e4-c-4eede41c,user_3c4901,workflow.run.suspended,f51cef77-e27a-4f51-867e-d2b74b2c4fe2,,kb-a:kb:read:true,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.346975
884,e4-c-4eede41c,user_3c4901,workflow.run.start,f51cef77-e27a-4f51-867e-d2b74b2c4fe2,,workflow_id=9cbc316b-6871-4b2a-ba86-70dcc096e4a1,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.318715
883,e4-r-8a82aa68,user_058e63,workflow.run.succeeded,8a717787-54ca-41ad-ab14-b8ae43149850,,,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.285009
882,e4-r-8a82aa68,user_058e63,workflow.node.succeeded,8a717787-54ca-41ad-ab14-b8ae43149850,,evidence_count=0,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.276529
881,e4-r-8a82aa68,user_058e63,workflow.hang.escalate_no_dept_manager,8a717787-54ca-41ad-ab14-b8ae43149850,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.230034
880,e4-r-8a82aa68,user_058e63,workflow.run.suspended,8a717787-54ca-41ad-ab14-b8ae43149850,,kb-tool:kb:read:true,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.223222
879,e4-r-8a82aa68,user_058e63,workflow.run.start,8a717787-54ca-41ad-ab14-b8ae43149850,,workflow_id=9daeb221-d46e-4436-9ab4-afcbc9bc7b90,,0,0,0.0,0.0,,,,2026-08-14T07:46:47.189434
878,default,anonymous,rag.ask,adc11afc-3b24-4f40-86ba-eb3f7e1b88b2,cache_hit=1|什么是 nexusai?,[mock:deepseek-v4-flash] 已收到：的智能助手。你正在使用企业知识库来回答用户的问题。  参考知识： （无检索结果）  用户问题：什么是 NexusAI？  请基于上述知识，用专业、准确的语气回答用户。注意： 1. 优先使用知识库中的内容作为依据 2. 用通俗易懂的语言解释专业概念 3. 提供具体可操作的信息 4. 知识库中没有依据时明确说明，不编造 5. 回答简洁并标注来源（如有）  回答：,,0,0,0.0,2.898351987823844,,,,2026-08-14T07:46:46.285027
877,t,system,llm_key_failover,failover-10-11,provider=default from=10 to=11 reason=401,,,0,0,0.0,0.0,401,,,2026-08-14T07:46:46.225946
876,e3-s-d9235acd,u1,workflow.hang.escalate_timeout,a000b21a-5ed2-42fa-9901-bf411053d856,,escalate_timeout,,0,0,0.0,0.0,,,,2026-08-14T07:46:44.807381
875,e3-t-c9031743,u1,workflow.hang.escalate_timeout,daf801f8-2504-4ffe-8980-33b80c153779,,escalate_timeout,,0,0,0.0,0.0,,,,2026-08-14T07:46:44.785237
874,e3-n-cb9452b0,u1,workflow.hang.escalate_no_dept_manager,4cacd5e4-ab92-4866-9416-0f204128fc67,,escalate_no_dept_manager,,0,0,0.0,0.0,,,,2026-08-14T07:46:44.758368
873,e-ex-febdf8a8,u1,workflow.hang.request_expired,d3fd018b-57c0-4236-9db2-9eee340655ad,,request=c02dd059-c19b-4c32-abaf-585f368fe8cc:grant=e73f1861-f00e-493f-9d93-359fff4215f7:node=n1,,0,0,0.0,0.0,,,,2026-08-14T07:46:44.734046
872,e-cx-603efb67,u_439555,workflow.run.cancelled,61451883-4514-4009-bc57-22c87ef4582b,,requests_cancelled=1,,0,0,0.0,0.0,,,,2026-08-14T07:46:44.719221
871,e5-139df1d8,user_8cff27,workflow.run.start,fc56472e-6415-43dc-9e70-f80c537a800d,,workflow_id=64cc8b78-fc92-46fa-878a-ad31f10a6ba1,,0,0,0.0,0.0,,,,2026-08-14T07:46:44.609773
870,acme,alice,auth.login,,alice,,,0,0,0.0,0.0,,,,2026-08-14T07:46:43.324551
869,acme,bob,auth.register,,bob,,,0,0,0.0,0.0,,,,2026-08-14T07:46:39.495843
868,acme,alice,auth.register,,alice,,,0,0,0.0,0.0,,,,2026-08-14T07:46:39.228593
867,e4-rj-5d2f0ed3,admin,workflow.reject,a7d4e740-6dc8-423d-a44e-562863d8ded9,,nope,,0,0,0.0,0.0,,,,2026-08-14T07:46:38.193494
866,acme,g7a_member_d51681d4,workflow.run.succeeded,69a0a619-46f9-4a52-9298-c9e9e27e3e81,,,,0,0,0.0,0.0,,,,2026-08-14T07:46:22.866470
865,acme,g7a_member_d51681d4,workflow.node.succeeded,69a0a619-46f9-4a52-9298-c9e9e27e3e81,,evidence_count=0,,0,0,0.0,0.0,,,,2026-08-14T07:46:22.836525
864,acme,g7a_member_d51681d4,rag.ask,9a950be5-b58a-4cca-bd5b-9782699a07cb,cache_hit=0|g7a-d51681d4,[mock:deepseek-v4-flash] 已收到：的智能助手。你正在使用企业知识库来回答用户的问题。  参考知识： （无检索结果）  用户问题：g7a-d51681d4  请基于上述知识，用专业、准确的语气回答用户。注意： 1. 优先使用知识库中的内容作为依据 2. 用通俗易懂的语言解释专业概念 3. 提供具体可操作的信息 4. 知识库中没有依据时明确说明，不编造 5. 回答简洁并标注来源（如有）  回答：,,0,0,1.1e-06,446.8037311453372,,,,2026-08-14T07:46:22.812783
863,acme,g7a_admin_d51681d4,workflow.approve,69a0a619-46f9-4a52-9298-c9e9e27e3e81,,grant=53256104-0475-48f2-947b-203a9248ee4f:cap=g7a-hang-d51681d4,,0,0,0.0,0.0,,,,2026-08-14T07:46:22.338284
862,acme,g7a_member_d51681d4,workflow.run.suspended,69a0a619-46f9-4a52-9298-c9e9e27e3e81,,g7a-hang-d51681d4:kb:read:true,,0,0,0.0,0.0,,,,2026-08-14T07:46:22.255339
861,acme,g7a_member_d51681d4,workflow.run.start,69a0a619-46f9-4a52-9298-c9e9e27e3e81,,workflow_id=c779821d-a636-4878-9fe9-a74ee8ea846c,,0,0,0.0,0.0,,,,2026-08-14T07:46:22.204682
860,acme,g7a_auditor_d51681d4,auth.register,,g7a_auditor_d51681d4,,,0,0,0.0,0.0,,,,2026-08-14T07:46:22.051288
859,acme,g7a_member_d51681d4,auth.register,,g7a_member_d51681d4,,,0,0,0.0,0.0,,,,2026-08-14T07:46:21.799417
858,acme,g7a_admin_d51681d4,auth.register,,g7a_admin_d51681d4,,,0,0,0.0,0.0,,,,2026-08-14T07:46:21.528298
857,acme,p_6ff843,auth.register,,p_6ff843,,,0,0,0.0,0.0,,,,2026-08-14T07:46:00.067301
856,acme,g7a_member_b0f1e816,workflow.run.succeeded,566fd155-ab8d-4230-97ea-da9a9bed373f,,,,0,0,0.0,0.0,,,,2026-08-14T07:45:44.958009
855,acme,g7a_member_b0f1e816,workflow.node.succeeded,566fd155-ab8d-4230-97ea-da9a9bed373f,,evidence_count=0,,0,0,0.0,0.0,,,,2026-08-14T07:45:44.950995
854,acme,g7a_member_b0f1e816,rag.ask,8dd1805f-7c55-481b-aeac-02f42a3460be,cache_hit=0|g7a-b0f1e816,[mock:deepseek-v4-flash] 已收到：的智能助手。你正在使用企业知识库来回答用户的问题。  参考知识： （无检索结果）  用户问题：g7a-b0f1e816  请基于上述知识，用专业、准确的语气回答用户。注意： 1. 优先使用知识库中的内容作为依据 2. 用通俗易懂的语言解释专业概念 3. 提供具体可操作的信息 4. 知识库中没有依据时明确说明，不编造 5. 回答简洁并标注来源（如有）  回答：,,0,0,1.1e-06,666.3880790583789,,,,2026-08-14T07:45:44.934273
853,acme,g7a_admin_b0f1e816,workflow.approve,566fd155-ab8d-4230-97ea-da9a9bed373f,,grant=83080b4a-baff-43a3-9963-ece05261af0a:cap=g7a-hang-b0f1e816,,0,0,0.0,0.0,,,,2026-08-14T07:45:44.225982
852,acme,g7a_member_b0f1e816,workflow.run.suspended,566fd155-ab8d-4230-97ea-da9a9bed373f,,g7a-hang-b0f1e816:kb:read:true,,0,0,0.0,0.0,,,,2026-08-14T07:45:44.164986
851,acme,g7a_member_b0f1e816,workflow.run.start,566fd155-ab8d-4230-97ea-da9a9bed373f,,workflow_id=d658285d-f10b-410b-934a-0d3132376f40,,0,0,0.0,0.0,,,,2026-08-14T07:45:44.124158
850,acme,g7a_auditor_b0f1e816,auth.register,,g7a_auditor_b0f1e816,,,0,0,0.0,0.0,,,,2026-08-14T07:45:44.013158
849,acme,g7a_member_b0f1e816,auth.register,,g7a_member_b0f1e816,,,0,0,0.0,0.0,,,,2026-08-14T07:45:43.768790
848,acme,g7a_admin_b0f1e816,auth.register,,g7a_admin_b0f1e816,,,0,0,0.0,0.0,,,,2026-08-14T07:45:43.498177
847,cas-05b0df6e,u1,workflow.run.zombie,47774db9-978a-4911-9f21-5b9cc119a8fc,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.363703
846,r429-200f61ba,u1,workflow.run.zombie,9d79192e-fc9d-482a-a3c4-4b3b376968cb,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.360708
845,r429-200f61ba,u1,workflow.run.zombie,fb736b86-250c-4eb2-b403-b2b5967efcc7,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.356691
844,r429-5ae247f5,u1,workflow.run.zombie,205038ab-7b97-489f-97a3-2893a8185981,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.354142
843,r429-5ae247f5,u1,workflow.run.zombie,771f7e36-e287-4f98-b00c-28613d87f1d9,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.350434
842,cas-bd4021ea,u1,workflow.run.zombie,f11052ad-f77c-4a06-97cb-acaf20b98e29,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.346263
841,r429-01c2ba00,u1,workflow.run.zombie,c9230703-0963-4b9f-a43d-9be14c373f87,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.343129
840,cas-104c04db,u1,workflow.run.zombie,4a3b3ee2-5106-42fc-9366-88154503d132,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.339330
839,r429-80967840,u1,workflow.run.zombie,4e5f09ab-4f10-4bce-a2f2-5b90e3b7fb0a,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.335765
838,cas-bf82bcfd,u1,workflow.run.zombie,7f6df9bc-81de-4938-a0de-af43183e3d9f,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.332260
837,r429-707fd00b,u1,workflow.run.zombie,cb5feb77-ff99-43d3-9a38-c27964e6038c,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.327958
836,r429-707fd00b,u1,workflow.run.zombie,0852ce8a-2532-4e3f-a607-ebc01ad1dccf,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.322539
835,r429-01c2ba00,u1,workflow.run.zombie,d9c6e220-76a5-4e54-89ec-708322f0ec0c,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.319927
834,cas-fdc99568,u1,workflow.run.zombie,191e058c-0de5-425b-97e0-f452771a8f73,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.316652
833,r429-32379e7b,u1,workflow.run.zombie,858788ff-75ed-471f-a413-490f3671ef5e,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.313323
832,r429-32379e7b,u1,workflow.run.zombie,5636bc31-2af1-4eb9-839a-78d3050e814b,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.308384
831,cas-d68c5a21,u1,workflow.run.zombie,34d0abf5-db5d-4a3e-b008-f2af88ffe4a8,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.305272
830,r429-9507bc5c,u1,workflow.run.zombie,4aaadeef-2922-4706-917e-3fec0d895371,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.302380
829,r429-9507bc5c,u1,workflow.run.zombie,d24998fc-c7f8-4aed-8286-8cbabe293bdf,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.298278
828,cas-da432fec,u1,workflow.run.zombie,5b6401cd-978d-4532-898b-e3562d6bffce,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.295257
827,cas-35aa70d3,u1,workflow.run.zombie,10e9ba95-d1d9-491b-8618-981bc464c442,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.291500
826,r429-80967840,u1,workflow.run.zombie,06b232c7-5cc6-4d19-a723-19911dc743b5,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.288525
825,cas-02615866,u1,workflow.run.zombie,2fa8f014-df31-45fe-9bfd-26309e01c60c,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.285667
824,r429-bc5293c8,u1,workflow.run.zombie,f30c0ae1-e00f-4352-88a9-cc229b4d625c,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.282204
823,r429-bc5293c8,u1,workflow.run.zombie,5eb81b92-f0df-4c0a-a4f9-1d7751b221d2,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.279622
822,r429-78447305,u1,workflow.run.zombie,3d743ac3-31bf-4bb6-9059-ac2722031365,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.276922
821,r429-78447305,u1,workflow.run.zombie,755ed398-e3b3-4490-b532-156ffe4e6a5a,,,,0,0,0.0,0.0,RUN_ZOMBIE,,,2026-08-14T07:45:01.258458
820,run-api-3136bb8e,admin1,workflow.run.start,95afb65a-9901-41f9-a086-b0799bac6f3f,,workflow_id=cc0ec394-23c8-46dd-a15b-aac868cea5f9,,0,0,0.0,0.0,,,,2026-08-14T07:44:20.748541
